member_name	member_code	party	made_motion	vote	vote_num	purpose	purpose_notes	outcome	congress	committee	committee_code	report_num	report_part	res_type	res_num	res_title	notes
Markey, Edward J.	14435	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Boucher, Frederick C.	15010	100	0	3	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Pallone, Frank, Jr.	15454	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Gordon, Bart	15100	100	0	3	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Rush, Bobby L.	29346	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Eshoo, Anna G.	29312	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Stupak, Bart	29360	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Engel, Eliot L.	15603	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Green, Gene	39304	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
DeGette, Diana	29710	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Capps, Lois	29774	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Doyle, Michael F.	29561	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Harman, Jane	29318	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Schakowsky, Janice D	29911	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Gonzalez, Charles A.	29943	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Inslee, Jay	29937	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Baldwin, Tammy	29940	100	1	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Ross, Mike	20102	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Weiner, Anthony D.	29926	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Matheson, Jim	20140	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Butterfield, George Kenneth, Jr. (G.K.)	20340	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Melancon, Charlie	20513	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Barrow, John	20507	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Hill, Baron P.	29914	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Matsui, Doris O.	20538	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Christensen, Donna Marie Christian	70501	100	0	1	41	Amendment	An amendment to the substitute amendment by Ms. Baldwin, No. 1N en bloc, adding new subsections at the end of Title I, to authorize a National Bioenergy Partnership (Inslee), and to establish an Office of Consumer Advocacy within the Federal Energy Regulatory Commission (Schakowsky).	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
